occupation,courses_list
Full Stack Developer,"['Udemy: BDD with Ruby on Rails using RSpec 3 and Capybara', 'Udemy: Build Responsive Websites', 'Udemy: Learn and Understand AngularJS', 'Udemy: Master The MEAN STACK', 'Udemy: Responsive Websites with HTML5 and CSS3', 'Udemy: Ruby on Rails', 'codecademy: HTML & CSS', 'codecademy: Javascript', 'codeschool: APIs with Rails', 'codeschool: Javascript Road Trip']"
Application Developer at Harbor Compliance,"['Adv. Database Mng. System', 'Analog Communication', 'Antenna and Wave Propogation', 'Basic Civil Engg.', 'Basic Electrical Engg.', 'Basic Mechanical Engg.', 'C++', 'CMOS & VLSI Design', 'Computer System Organization', 'Control Systems']"
Front End Engineer at Facebook,"['Concepts in Game Development', 'Internet History, Technology, and Security', 'Introduction to Computer Science and Programming Using Python', 'Introduction to Statistics: Descriptive Statistics', 'Leading Strategic Innovation in Organizations', 'Writing for the Web']"
Front-End Developer & Social Psychology Ph.D. Candidate,"['Advanced Social Psychology', 'Attitudes/Attitude Change', 'Culture and Psychology', 'Intergroup Relations', 'Psychology of Terrorism', 'Qualitative Reasoning and Analysis', 'Quantitative Reasoning and Analysis', 'Research Theory', 'Social Cognition', 'Survey Research Methods']"
Designer & Front End Developer,"['Advanced Composition and Communication', 'Art History', 'Communication Skills', 'Cyberlaw', 'Design Solutions Team II', 'Digital Media Design Solutions Team I', 'Digital Media Perspectives', 'Digital Technology for Business', 'Discrete Mathmatics', 'English Composition']"
Front-End Developer at Adopt-a-Pet.com,"['2nd Annual CSS Summit by Environments for Humans', 'Adobe 7.0 Training Class 1, New Horizons Computer Learning Center', 'How to Get Traffic to Your Website...and, What to Do When It Gets There! The Key to Successful Internet Marketing Seminar, Wright State University', 'In Control Webdesign Conference by Environments for Humans', 'Is Your Website Working For You? Website Usability Seminar, New Horizons Computer Learning Center', 'New River Valley Nonprofits Grant Writing Workshop', 'Photoshop Tips and Tricks Workshop by Kelby', 'Spring <br/> Conference 2009 & 2010', 'Think Responsively Online Seminar by Environments for Humans', 'Web Optimization Summit by Environments for Humans']"
Front-End Engineer at Amazon,"['Algorithms and Data Structures', 'Communication Networks', 'Cooperative and Adaptive Algorithms', 'Programming Languages and Translators', 'Real-time Operating Systems', 'Software Engineering']"
Junior Front End Developer at Red Ventures,"['Advanced Public Relations Writing', 'Communication Survey Research', 'Database Design and Application', 'Enterprise Architecture', 'Information Systems Project Management', 'Presentational Speaking', 'Principles of Programming', 'Public Relations Management', 'Systems Analysis & Design']"
Full Stack Developer,"['Udemy: BDD with Ruby on Rails using RSpec 3 and Capybara', 'Udemy: Build Responsive Websites', 'Udemy: Learn and Understand AngularJS', 'Udemy: Master The MEAN STACK', 'Udemy: Responsive Websites with HTML5 and CSS3', 'Udemy: Ruby on Rails', 'codecademy: HTML & CSS', 'codecademy: Javascript', 'codeschool: APIs with Rails', 'codeschool: Javascript Road Trip']"
Application Developer at Harbor Compliance,"['Adv. Database Mng. System', 'Analog Communication', 'Antenna and Wave Propogation', 'Basic Civil Engg.', 'Basic Electrical Engg.', 'Basic Mechanical Engg.', 'C++', 'CMOS & VLSI Design', 'Computer System Organization', 'Control Systems']"
Front End Engineer at Facebook,"['Concepts in Game Development', 'Internet History, Technology, and Security', 'Introduction to Computer Science and Programming Using Python', 'Introduction to Statistics: Descriptive Statistics', 'Leading Strategic Innovation in Organizations', 'Writing for the Web']"
Front-End Developer & Social Psychology Ph.D. Candidate,"['Advanced Social Psychology', 'Attitudes/Attitude Change', 'Culture and Psychology', 'Intergroup Relations', 'Psychology of Terrorism', 'Qualitative Reasoning and Analysis', 'Quantitative Reasoning and Analysis', 'Research Theory', 'Social Cognition', 'Survey Research Methods']"
Designer & Front End Developer,"['Advanced Composition and Communication', 'Art History', 'Communication Skills', 'Cyberlaw', 'Design Solutions Team II', 'Digital Media Design Solutions Team I', 'Digital Media Perspectives', 'Digital Technology for Business', 'Discrete Mathmatics', 'English Composition']"
Front-End Developer at Adopt-a-Pet.com,"['2nd Annual CSS Summit by Environments for Humans', 'Adobe 7.0 Training Class 1, New Horizons Computer Learning Center', 'How to Get Traffic to Your Website...and, What to Do When It Gets There! The Key to Successful Internet Marketing Seminar, Wright State University', 'In Control Webdesign Conference by Environments for Humans', 'Is Your Website Working For You? Website Usability Seminar, New Horizons Computer Learning Center', 'New River Valley Nonprofits Grant Writing Workshop', 'Photoshop Tips and Tricks Workshop by Kelby', 'Spring <br/> Conference 2009 & 2010', 'Think Responsively Online Seminar by Environments for Humans', 'Web Optimization Summit by Environments for Humans']"
Front-End Engineer at Amazon,"['Algorithms and Data Structures', 'Communication Networks', 'Cooperative and Adaptive Algorithms', 'Programming Languages and Translators', 'Real-time Operating Systems', 'Software Engineering']"
Junior Front End Developer at Red Ventures,"['Advanced Public Relations Writing', 'Communication Survey Research', 'Database Design and Application', 'Enterprise Architecture', 'Information Systems Project Management', 'Presentational Speaking', 'Principles of Programming', 'Public Relations Management', 'Systems Analysis & Design']"
Front End Developer at TMP Worldwide,"['ASP.NET MVC (Pluralsight)', 'C# Fundamentals (Pluralsight)', 'Database Design (JCTC)', 'Front End Development (Treehouse)', 'Java Programming Sequence (JCTC)', 'Network Fundamentals-Cisco (JCTC)', 'PHP (Treehouse)', 'Photoshop (Treehouse)', 'Web Page Development (JCTC)', 'WordPress (Treehouse)']"
Full Stack Developer,"['Udemy: BDD with Ruby on Rails using RSpec 3 and Capybara', 'Udemy: Build Responsive Websites', 'Udemy: Learn and Understand AngularJS', 'Udemy: Master The MEAN STACK', 'Udemy: Responsive Websites with HTML5 and CSS3', 'Udemy: Ruby on Rails', 'codecademy: HTML & CSS', 'codecademy: Javascript', 'codeschool: APIs with Rails', 'codeschool: Javascript Road Trip']"
Application Developer at Harbor Compliance,"['Adv. Database Mng. System', 'Analog Communication', 'Antenna and Wave Propogation', 'Basic Civil Engg.', 'Basic Electrical Engg.', 'Basic Mechanical Engg.', 'C++', 'CMOS & VLSI Design', 'Computer System Organization', 'Control Systems']"
Front End Engineer at Facebook,"['Concepts in Game Development', 'Internet History, Technology, and Security', 'Introduction to Computer Science and Programming Using Python', 'Introduction to Statistics: Descriptive Statistics', 'Leading Strategic Innovation in Organizations', 'Writing for the Web']"
Front-End Developer & Social Psychology Ph.D. Candidate,"['Advanced Social Psychology', 'Attitudes/Attitude Change', 'Culture and Psychology', 'Intergroup Relations', 'Psychology of Terrorism', 'Qualitative Reasoning and Analysis', 'Quantitative Reasoning and Analysis', 'Research Theory', 'Social Cognition', 'Survey Research Methods']"
Designer & Front End Developer,"['Advanced Composition and Communication', 'Art History', 'Communication Skills', 'Cyberlaw', 'Design Solutions Team II', 'Digital Media Design Solutions Team I', 'Digital Media Perspectives', 'Digital Technology for Business', 'Discrete Mathmatics', 'English Composition']"
Front-End Developer at Adopt-a-Pet.com,"['2nd Annual CSS Summit by Environments for Humans', 'Adobe 7.0 Training Class 1, New Horizons Computer Learning Center', 'How to Get Traffic to Your Website...and, What to Do When It Gets There! The Key to Successful Internet Marketing Seminar, Wright State University', 'In Control Webdesign Conference by Environments for Humans', 'Is Your Website Working For You? Website Usability Seminar, New Horizons Computer Learning Center', 'New River Valley Nonprofits Grant Writing Workshop', 'Photoshop Tips and Tricks Workshop by Kelby', 'Spring <br/> Conference 2009 & 2010', 'Think Responsively Online Seminar by Environments for Humans', 'Web Optimization Summit by Environments for Humans']"
Front-End Engineer at Amazon,"['Algorithms and Data Structures', 'Communication Networks', 'Cooperative and Adaptive Algorithms', 'Programming Languages and Translators', 'Real-time Operating Systems', 'Software Engineering']"
Junior Front End Developer at Red Ventures,"['Advanced Public Relations Writing', 'Communication Survey Research', 'Database Design and Application', 'Enterprise Architecture', 'Information Systems Project Management', 'Presentational Speaking', 'Principles of Programming', 'Public Relations Management', 'Systems Analysis & Design']"
Front End Developer at TMP Worldwide,"['ASP.NET MVC (Pluralsight)', 'C# Fundamentals (Pluralsight)', 'Database Design (JCTC)', 'Front End Development (Treehouse)', 'Java Programming Sequence (JCTC)', 'Network Fundamentals-Cisco (JCTC)', 'PHP (Treehouse)', 'Photoshop (Treehouse)', 'Web Page Development (JCTC)', 'WordPress (Treehouse)']"
Front-End Web Developer at infiswift,"['Calculus', 'Dry-Stack Rock Wall Workshop', 'Enterprise Database Systems', 'Ethical Hacking', 'Internet and Web Architecture', 'Linux Systems Administration I & II', 'Networking Fundamentals', 'Operating Systems', 'Photography', 'Relational Database Design & SQL']"
Full Stack Developer,"['Udemy: BDD with Ruby on Rails using RSpec 3 and Capybara', 'Udemy: Build Responsive Websites', 'Udemy: Learn and Understand AngularJS', 'Udemy: Master The MEAN STACK', 'Udemy: Responsive Websites with HTML5 and CSS3', 'Udemy: Ruby on Rails', 'codecademy: HTML & CSS', 'codecademy: Javascript', 'codeschool: APIs with Rails', 'codeschool: Javascript Road Trip']"
Application Developer at Harbor Compliance,"['Adv. Database Mng. System', 'Analog Communication', 'Antenna and Wave Propogation', 'Basic Civil Engg.', 'Basic Electrical Engg.', 'Basic Mechanical Engg.', 'C++', 'CMOS & VLSI Design', 'Computer System Organization', 'Control Systems']"
Front End Engineer at Facebook,"['Concepts in Game Development', 'Internet History, Technology, and Security', 'Introduction to Computer Science and Programming Using Python', 'Introduction to Statistics: Descriptive Statistics', 'Leading Strategic Innovation in Organizations', 'Writing for the Web']"
Front-End Developer & Social Psychology Ph.D. Candidate,"['Advanced Social Psychology', 'Attitudes/Attitude Change', 'Culture and Psychology', 'Intergroup Relations', 'Psychology of Terrorism', 'Qualitative Reasoning and Analysis', 'Quantitative Reasoning and Analysis', 'Research Theory', 'Social Cognition', 'Survey Research Methods']"
Designer & Front End Developer,"['Advanced Composition and Communication', 'Art History', 'Communication Skills', 'Cyberlaw', 'Design Solutions Team II', 'Digital Media Design Solutions Team I', 'Digital Media Perspectives', 'Digital Technology for Business', 'Discrete Mathmatics', 'English Composition']"
Front-End Developer at Adopt-a-Pet.com,"['2nd Annual CSS Summit by Environments for Humans', 'Adobe 7.0 Training Class 1, New Horizons Computer Learning Center', 'How to Get Traffic to Your Website...and, What to Do When It Gets There! The Key to Successful Internet Marketing Seminar, Wright State University', 'In Control Webdesign Conference by Environments for Humans', 'Is Your Website Working For You? Website Usability Seminar, New Horizons Computer Learning Center', 'New River Valley Nonprofits Grant Writing Workshop', 'Photoshop Tips and Tricks Workshop by Kelby', 'Spring <br/> Conference 2009 & 2010', 'Think Responsively Online Seminar by Environments for Humans', 'Web Optimization Summit by Environments for Humans']"
Front-End Engineer at Amazon,"['Algorithms and Data Structures', 'Communication Networks', 'Cooperative and Adaptive Algorithms', 'Programming Languages and Translators', 'Real-time Operating Systems', 'Software Engineering']"
Junior Front End Developer at Red Ventures,"['Advanced Public Relations Writing', 'Communication Survey Research', 'Database Design and Application', 'Enterprise Architecture', 'Information Systems Project Management', 'Presentational Speaking', 'Principles of Programming', 'Public Relations Management', 'Systems Analysis & Design']"
Front End Developer at TMP Worldwide,"['ASP.NET MVC (Pluralsight)', 'C# Fundamentals (Pluralsight)', 'Database Design (JCTC)', 'Front End Development (Treehouse)', 'Java Programming Sequence (JCTC)', 'Network Fundamentals-Cisco (JCTC)', 'PHP (Treehouse)', 'Photoshop (Treehouse)', 'Web Page Development (JCTC)', 'WordPress (Treehouse)']"
Front-End Web Developer at infiswift,"['Calculus', 'Dry-Stack Rock Wall Workshop', 'Enterprise Database Systems', 'Ethical Hacking', 'Internet and Web Architecture', 'Linux Systems Administration I & II', 'Networking Fundamentals', 'Operating Systems', 'Photography', 'Relational Database Design & SQL']"
Front-end Web Developer | OO JavaScript,"['Data Administration Concepts and Database Management', 'Data Mining', 'Economics for Information Managers', 'Enterprise Technologies', 'Graphic Design for the Web', 'Information Architecture for Internet Services', 'Information Policy', 'Information Systems Analysis', 'Intro to Information Management', 'Management Principles for Information Professionals']"
Full Stack Developer,"['Udemy: BDD with Ruby on Rails using RSpec 3 and Capybara', 'Udemy: Build Responsive Websites', 'Udemy: Learn and Understand AngularJS', 'Udemy: Master The MEAN STACK', 'Udemy: Responsive Websites with HTML5 and CSS3', 'Udemy: Ruby on Rails', 'codecademy: HTML & CSS', 'codecademy: Javascript', 'codeschool: APIs with Rails', 'codeschool: Javascript Road Trip']"
Application Developer at Harbor Compliance,"['Adv. Database Mng. System', 'Analog Communication', 'Antenna and Wave Propogation', 'Basic Civil Engg.', 'Basic Electrical Engg.', 'Basic Mechanical Engg.', 'C++', 'CMOS & VLSI Design', 'Computer System Organization', 'Control Systems']"
Front End Engineer at Facebook,"['Concepts in Game Development', 'Internet History, Technology, and Security', 'Introduction to Computer Science and Programming Using Python', 'Introduction to Statistics: Descriptive Statistics', 'Leading Strategic Innovation in Organizations', 'Writing for the Web']"
Front-End Developer & Social Psychology Ph.D. Candidate,"['Advanced Social Psychology', 'Attitudes/Attitude Change', 'Culture and Psychology', 'Intergroup Relations', 'Psychology of Terrorism', 'Qualitative Reasoning and Analysis', 'Quantitative Reasoning and Analysis', 'Research Theory', 'Social Cognition', 'Survey Research Methods']"
Designer & Front End Developer,"['Advanced Composition and Communication', 'Art History', 'Communication Skills', 'Cyberlaw', 'Design Solutions Team II', 'Digital Media Design Solutions Team I', 'Digital Media Perspectives', 'Digital Technology for Business', 'Discrete Mathmatics', 'English Composition']"
Front-End Developer at Adopt-a-Pet.com,"['2nd Annual CSS Summit by Environments for Humans', 'Adobe 7.0 Training Class 1, New Horizons Computer Learning Center', 'How to Get Traffic to Your Website...and, What to Do When It Gets There! The Key to Successful Internet Marketing Seminar, Wright State University', 'In Control Webdesign Conference by Environments for Humans', 'Is Your Website Working For You? Website Usability Seminar, New Horizons Computer Learning Center', 'New River Valley Nonprofits Grant Writing Workshop', 'Photoshop Tips and Tricks Workshop by Kelby', 'Spring <br/> Conference 2009 & 2010', 'Think Responsively Online Seminar by Environments for Humans', 'Web Optimization Summit by Environments for Humans']"
Front-End Engineer at Amazon,"['Algorithms and Data Structures', 'Communication Networks', 'Cooperative and Adaptive Algorithms', 'Programming Languages and Translators', 'Real-time Operating Systems', 'Software Engineering']"
Junior Front End Developer at Red Ventures,"['Advanced Public Relations Writing', 'Communication Survey Research', 'Database Design and Application', 'Enterprise Architecture', 'Information Systems Project Management', 'Presentational Speaking', 'Principles of Programming', 'Public Relations Management', 'Systems Analysis & Design']"
Front End Developer at TMP Worldwide,"['ASP.NET MVC (Pluralsight)', 'C# Fundamentals (Pluralsight)', 'Database Design (JCTC)', 'Front End Development (Treehouse)', 'Java Programming Sequence (JCTC)', 'Network Fundamentals-Cisco (JCTC)', 'PHP (Treehouse)', 'Photoshop (Treehouse)', 'Web Page Development (JCTC)', 'WordPress (Treehouse)']"
Front-End Web Developer at infiswift,"['Calculus', 'Dry-Stack Rock Wall Workshop', 'Enterprise Database Systems', 'Ethical Hacking', 'Internet and Web Architecture', 'Linux Systems Administration I & II', 'Networking Fundamentals', 'Operating Systems', 'Photography', 'Relational Database Design & SQL']"
Front-end Web Developer | OO JavaScript,"['Data Administration Concepts and Database Management', 'Data Mining', 'Economics for Information Managers', 'Enterprise Technologies', 'Graphic Design for the Web', 'Information Architecture for Internet Services', 'Information Policy', 'Information Systems Analysis', 'Intro to Information Management', 'Management Principles for Information Professionals']"
Front End Engineer at Kustomer,"['Branding & Communication', 'E-Business']"
Full Stack Developer,"['Udemy: BDD with Ruby on Rails using RSpec 3 and Capybara', 'Udemy: Build Responsive Websites', 'Udemy: Learn and Understand AngularJS', 'Udemy: Master The MEAN STACK', 'Udemy: Responsive Websites with HTML5 and CSS3', 'Udemy: Ruby on Rails', 'codecademy: HTML & CSS', 'codecademy: Javascript', 'codeschool: APIs with Rails', 'codeschool: Javascript Road Trip']"
Application Developer at Harbor Compliance,"['Adv. Database Mng. System', 'Analog Communication', 'Antenna and Wave Propogation', 'Basic Civil Engg.', 'Basic Electrical Engg.', 'Basic Mechanical Engg.', 'C++', 'CMOS & VLSI Design', 'Computer System Organization', 'Control Systems']"
Front End Engineer at Facebook,"['Concepts in Game Development', 'Internet History, Technology, and Security', 'Introduction to Computer Science and Programming Using Python', 'Introduction to Statistics: Descriptive Statistics', 'Leading Strategic Innovation in Organizations', 'Writing for the Web']"
Front-End Developer & Social Psychology Ph.D. Candidate,"['Advanced Social Psychology', 'Attitudes/Attitude Change', 'Culture and Psychology', 'Intergroup Relations', 'Psychology of Terrorism', 'Qualitative Reasoning and Analysis', 'Quantitative Reasoning and Analysis', 'Research Theory', 'Social Cognition', 'Survey Research Methods']"
Designer & Front End Developer,"['Advanced Composition and Communication', 'Art History', 'Communication Skills', 'Cyberlaw', 'Design Solutions Team II', 'Digital Media Design Solutions Team I', 'Digital Media Perspectives', 'Digital Technology for Business', 'Discrete Mathmatics', 'English Composition']"
Front-End Developer at Adopt-a-Pet.com,"['2nd Annual CSS Summit by Environments for Humans', 'Adobe 7.0 Training Class 1, New Horizons Computer Learning Center', 'How to Get Traffic to Your Website...and, What to Do When It Gets There! The Key to Successful Internet Marketing Seminar, Wright State University', 'In Control Webdesign Conference by Environments for Humans', 'Is Your Website Working For You? Website Usability Seminar, New Horizons Computer Learning Center', 'New River Valley Nonprofits Grant Writing Workshop', 'Photoshop Tips and Tricks Workshop by Kelby', 'Spring <br/> Conference 2009 & 2010', 'Think Responsively Online Seminar by Environments for Humans', 'Web Optimization Summit by Environments for Humans']"
Front-End Engineer at Amazon,"['Algorithms and Data Structures', 'Communication Networks', 'Cooperative and Adaptive Algorithms', 'Programming Languages and Translators', 'Real-time Operating Systems', 'Software Engineering']"
Junior Front End Developer at Red Ventures,"['Advanced Public Relations Writing', 'Communication Survey Research', 'Database Design and Application', 'Enterprise Architecture', 'Information Systems Project Management', 'Presentational Speaking', 'Principles of Programming', 'Public Relations Management', 'Systems Analysis & Design']"
Front End Developer at TMP Worldwide,"['ASP.NET MVC (Pluralsight)', 'C# Fundamentals (Pluralsight)', 'Database Design (JCTC)', 'Front End Development (Treehouse)', 'Java Programming Sequence (JCTC)', 'Network Fundamentals-Cisco (JCTC)', 'PHP (Treehouse)', 'Photoshop (Treehouse)', 'Web Page Development (JCTC)', 'WordPress (Treehouse)']"
Front-End Web Developer at infiswift,"['Calculus', 'Dry-Stack Rock Wall Workshop', 'Enterprise Database Systems', 'Ethical Hacking', 'Internet and Web Architecture', 'Linux Systems Administration I & II', 'Networking Fundamentals', 'Operating Systems', 'Photography', 'Relational Database Design & SQL']"
Front-end Web Developer | OO JavaScript,"['Data Administration Concepts and Database Management', 'Data Mining', 'Economics for Information Managers', 'Enterprise Technologies', 'Graphic Design for the Web', 'Information Architecture for Internet Services', 'Information Policy', 'Information Systems Analysis', 'Intro to Information Management', 'Management Principles for Information Professionals']"
Front End Engineer at Kustomer,"['Branding & Communication', 'E-Business']"
